objid,RA,DEC,Z,nQ,PROB
1237654605316620477,139.2459113503898,3.2982025548326424,0.11717213,6.0,2.0
1237654605316686248,139.37307752585062,3.3764185158713627,0.59528416,6.0,2.0
1237654605316752130,139.55969077418112,3.5035611003722233,0.5380159,6.0,2.0
1237654605316752410,139.5665855417691,3.470669490375141,0.5908334,6.0,2.0
1237654605318717538,144.06387434608976,3.695313915083527,0.10337495,6.0,2.0
1237654605319110896,144.97341663341385,3.8139573266031532,0.028529521,6.0,2.0
1237654605846742096,123.792351656956,2.696131175471602,0.45684037,6.0,2.0
1237654605847200348,124.82597736308986,2.7772023670827712,0.37114704,6.0,2.0
1237654605847331576,125.22895218667925,2.7756228537177083,0.25216475,6.0,2.0
1237654605847528384,125.54446152806756,2.9021719170940017,0.49231935,6.0,2.0
1237654605849298010,129.63562678716423,3.2620312921212062,0.7007536,6.0,2.0
1237654605849625231,130.31005815901423,3.3128727749827562,0.23041858,6.0,2.0
1237654605850214628,131.72423525106018,3.21049295664842,0.13791697,6.0,2.0
1237654605851394937,134.44389803196236,3.4802891448903663,0.52918404,6.0,2.0
1237654605851460524,134.50932782614078,3.5827111847511977,0.54686373,6.0,2.0
1237654605851525420,134.72307225368687,3.440998918406573,0.19147971,6.0,2.0
1237654605852180647,136.22807110709624,3.6787186871193778,0.12246216,6.0,2.0
1237654605852247067,136.35062512504294,3.702906673417496,0.5802218,6.0,2.0
1237654605852443499,136.84575250081838,3.74036823706865,0.61472815,6.0,2.0
1237654605852901749,137.90454266947958,3.6804662121503964,0.07432311,6.0,2.0
1237654605852967432,137.94793761487642,3.744335821611578,0.48261738,6.0,2.0
1237654605855850624,144.57216160342833,4.080426686617148,0.023092648,6.0,2.0
1237654606383219877,122.81588990668875,3.000353133969804,0.6200038,6.0,2.0
1237654606383350013,123.19583994052229,3.06581269165084,0.4520852,6.0,2.0
1237654606383611945,123.78036769093465,3.067206980101566,0.07539709,6.0,2.0
1237654606383874573,124.43950632623493,3.206003258283211,0.6260674,6.0,2.0
1237654606384727068,126.35598790911877,3.32161048182526,0.5080759,6.0,2.0
1237654606384857926,126.56620723609964,3.3574115525041552,0.28381705,6.0,2.0
1237654606386233795,129.76691235485924,3.672724209372775,0.0502156,6.0,2.0
1237650796217434734,140.28398806733787,0.029736568176592485,0.47627077,6.0,2.0
1237650796217958763,141.47484748720763,0.14989497616644823,0.41664115,6.0,2.0
1237650796746310785,121.95125453780861,0.4474627794303198,0.4978398,6.0,2.0
1237650796747752440,125.29299600093417,0.4507181581015515,0.48341677,6.0,2.0
1237650796751814677,134.52314530799788,0.6241495751664979,0.5186164,6.0,2.0
1237650797286654814,129.9740974456546,0.9189890292794571,0.62098795,6.0,2.0
1237650797292748972,143.81634249705377,1.0028179800677712,0.1911845,6.0,2.0
1237648720676127266,139.45191311909173,-0.6233456266728781,0.49377024,6.0,2.0
1237650803725893664,140.59383012991174,-2.4478456656040004,0.5205771,6.0,2.0
1237650804800225881,141.97904995430457,-1.6797208332414042,0.5277645,6.0,2.0
1237650804800291507,142.14837856106783,-1.7832924214224941,0.52586454,6.0,2.0
1237648720141025856,143.54408429275097,-1.0405598528241498,0.5580487,6.0,2.0
1237648720140960249,143.35230296442086,-1.0390981063958358,0.45767975,6.0,2.0
1237648721212343240,138.00799444714906,-0.004383020007528331,0.6630163,6.0,2.0
1237650795144545264,142.29333567091055,-0.6979005676865285,0.7828878,6.0,2.0
1237650796748537897,127.04269232318643,0.5462182534360948,0.37963486,6.0,2.0
1237650796755484683,142.9060599583782,0.5731340052264953,0.072639674,6.0,2.0
1237650797290652233,139.0965082099213,0.8942465964753826,0.48861519,6.0,2.0
1237650797291045738,139.95664026785204,0.8654217741431585,0.54827523,6.0,2.0
1237650794607936420,142.88154813881022,-1.2202492516172663,0.64025587,6.0,2.0
1237650795144413418,141.95239998310478,-0.7966264476306892,0.11762333,6.0,2.0
1237650795678073724,134.62899247669037,-0.2245083005403451,0.47694018,6.0,2.0
1237650795679712070,138.39579845777803,-0.26419422771779383,0.30865008,6.0,2.0
1237650795681480922,142.3826765531362,-0.3289595148248473,0.07120896,6.0,2.0
1237650795682201760,143.9623470913258,-0.2449484169414413,0.13877814,6.0,2.0
1237650796748604327,127.22502866698557,0.547911378692915,0.48846328,6.0,2.0
1237650796751225596,133.1981203011108,0.5099794901436131,0.45305356,6.0,2.0
1237651752382104512,139.8201386845313,0.6361144231323879,0.61967856,6.0,2.0
1237651752918778665,139.38051367299667,0.9143728521256603,0.46474367,6.0,2.0
1237651752919106378,140.08107445712318,1.0282192688694327,0.54918814,6.0,2.0
1237651752919237130,140.34357523803925,1.0654506736070302,0.5480486,6.0,2.0
1237651752919433950,140.89163507650855,0.9588066915815411,0.6657524,6.0,2.0
1237651752919695725,141.46007796656303,1.0486161250968378,0.056429487,6.0,2.0
1237651752919827378,141.77921227368608,1.0827694844501505,0.5559731,6.0,2.0
1237651752919892902,141.84536980681258,1.1199545416319572,0.55567336,6.0,2.0
1237651752920351178,142.88391347376083,1.0689922497091076,0.46364456,6.0,2.0
1237651752920744661,143.7659988442904,1.0978088681332263,0.7308337,6.0,2.0
1237651753452635074,132.42213049812955,1.3086781578900684,0.5410233,6.0,2.0
1237651753455976992,140.04612337274094,1.3984813507468128,0.6234321,6.0,2.0
1237651753456042470,140.18057747591072,1.5594558135580632,0.41844273,6.0,2.0
1237651753456632032,141.58972981253305,1.5600258774223468,0.14339238,6.0,2.0
1237651753457287884,143.03897581066028,1.4670466417342112,0.4531491,6.0,2.0
1237651753990816629,135.45899558853125,1.7543137838343577,0.6500402,6.0,2.0
1237651753993503439,141.59940207327588,2.023323014851473,0.34507173,6.0,2.0
1237651753994682588,144.18061947794143,2.0179757233137403,0.03678606,6.0,2.0
1237651754530766953,142.47310118177055,2.2803808506411665,0.02345396,6.0,2.0
1237651754531553694,144.23480449984365,2.4121918055720935,0.33600515,6.0,2.0
1237653621761704915,125.26411562372175,0.9807475405693187,0.33433238,6.0,2.0
1237653621762033034,126.0683674212276,0.9274422448847934,0.58012444,6.0,2.0
1237653621762098001,126.18391926915467,0.9583099837123303,0.58535576,6.0,2.0
1237653621762360513,126.83344776103408,0.9302869783236791,0.4884377,6.0,2.0
1237653621762491435,127.08425369032068,0.9139470084611775,0.48304164,6.0,2.0
1237653621762753159,127.71419905615093,1.0143061992329228,0.36435476,6.0,2.0
1237653621763146375,128.66186491707697,0.9909098123206728,0.29014182,6.0,2.0
1237658300063351222,141.1301116754077,5.961105962937468,0.33192283,6.0,2.0
1237658300063351334,141.0682006268887,6.007317523215339,0.59804136,6.0,2.0
1237658300063416405,141.2752938154021,5.967509757119507,0.1354454,6.0,2.0
1237658300063482613,141.36237831252677,6.0664818078209874,0.5970836,6.0,2.0
1237658300063613923,141.7383782967296,6.051577909544634,0.62578434,6.0,2.0
1237658300063678724,141.8981268161984,6.059890765148496,0.063252635,6.0,2.0
1237658300064596011,143.9701356494958,6.302673373012312,0.13153076,6.0,2.0
1237658300064858232,144.50332407198633,6.140385537574819,0.116454035,6.0,2.0
1237658300593406871,125.48776164288671,4.808314555391403,0.48551002,6.0,2.0
1237658300593668785,126.18866728094946,4.760921241849739,0.31261498,6.0,2.0
1237658300593734762,126.28902070159904,4.91503832548057,0.40257522,6.0,2.0
1237658300594454894,127.85282236028996,5.013335003755884,0.07518779,6.0,2.0
1237658300594651614,128.39343053052173,5.040862049285417,0.19925794,6.0,2.0
1237658300595044891,129.285064770418,5.115853452483617,0.37784395,6.0,2.0
1237658300595241798,129.65663009864957,5.32691040419739,0.485895,6.0,2.0
1237658300596420698,132.3694596220773,5.473198609410229,0.11431543,6.0,2.0
1237658300596879699,133.46703480041748,5.722893927652375,0.15338093,6.0,2.0
1237658300597535508,135.0043366687084,5.791141807157166,0.4480593,6.0,2.0
1237658300597666037,135.25655302982966,5.825188684388018,0.13564843,6.0,2.0
1237658300598976802,138.1927087442129,6.036221129945019,0.6188758,6.0,2.0
1237658300599108446,138.61592015809924,6.04302086772156,0.5589211,6.0,2.0
1237658300599304490,139.05671560413168,6.162626171828134,0.29925436,6.0,2.0
1237658300600221917,141.0440898404412,6.271888152303539,0.07464285,6.0,2.0
1237658300600418541,141.56532191349203,6.476122692156213,0.14815891,6.0,2.0
1237658300600484066,141.65406507366126,6.364287115502037,0.082866944,6.0,2.0
1237658422464086840,123.4679258477282,2.576578611905105,0.3665238,6.0,2.0
1237658422464545635,124.52863245996832,2.6577965997859327,0.364473,6.0,2.0
1237658422466708529,129.55644751401047,3.3301710695560285,0.5587577,6.0,2.0
1237658423001023573,123.62688994272223,3.0126993244063267,0.55440867,6.0,2.0
1237658423004954836,132.51253760820362,4.121007190130069,0.102390766,6.0,2.0
1237658423006593992,136.38034559090124,4.434757722059821,0.7642203,6.0,2.0
1237658423006658683,136.51803406278844,4.462315536712098,0.4054408,6.0,2.0
1237658423007707370,138.79727117564988,4.586054250459215,0.36076298,6.0,2.0
1237658423007838402,139.14896948602063,4.687210461693356,0.17362621,6.0,2.0
1237658423008624967,140.95134737287486,4.981402732328188,0.29849297,6.0,2.0
1237658423008952599,141.7587702721634,5.047757145590818,0.15479581,6.0,2.0
1237658423009673835,143.38069351981056,5.138475238403613,0.42988545,6.0,2.0
1237658423538024895,123.85546875759579,3.446630680774273,0.22973701,6.0,2.0
1237658423538286627,124.41652796317385,3.5351080541398043,0.09209001,6.0,2.0
1237658423538549297,125.09349103919973,3.7394902894388187,0.094492875,6.0,2.0
1237658423539008678,126.16318458619695,3.7408783603665654,0.35421115,6.0,2.0
1237658423539205158,126.57282447933777,3.7773440391913233,0.4821675,6.0,2.0
1237658423539205465,126.50444876720385,3.891311148048076,0.5701124,6.0,2.0
1237658423539663388,127.6721025713136,3.9522082070727755,0.06540857,6.0,2.0
1237658423539663465,127.57914327965102,3.9762179480176756,0.10370948,6.0,2.0
1237658423539729618,127.75676420083391,4.045322316121837,0.52912503,6.0,2.0
1237658423539925157,128.26709420329922,3.939438823570681,0.20214994,6.0,2.0
1237658423540252680,128.8911444037508,4.023271815405732,0.1671697,6.0,2.0
1237658423540515166,129.51853554562564,4.229489547446121,0.17298515,6.0,2.0
1237658423540777617,130.12000985727207,4.1459836528381455,0.17605592,6.0,2.0
1237658423540777827,130.19858039634937,4.245007335393741,0.6297444,6.0,2.0
1237658423540843240,130.34509315250892,4.293044151360677,0.56503934,6.0,2.0
1237658423540908230,130.43028500769069,4.308948006149739,0.08308967,6.0,2.0
1237658423540974431,130.66294454190395,4.288899088837722,0.6307032,6.0,2.0
1237658423541301454,131.3102047566225,4.254371106152989,0.09654294,6.0,2.0
1237658423541432804,131.56697241257018,4.473401723367745,0.33706054,6.0,2.0
1237658423541432949,131.6707113367398,4.494287800919949,0.44391719,6.0,2.0
1237658423541563854,131.8727559588698,4.5147540845890175,0.42625773,6.0,2.0
1237658423541629211,132.09233835050622,4.42139699583915,0.15755385,6.0,2.0
1237658423541695050,132.23758981516121,4.513069214521351,0.6136695,6.0,2.0
1237658423542743307,134.62826244913188,4.775702256127739,0.1823935,6.0,2.0
1237658423542939909,135.12847804431345,4.666155984430515,0.09539373,6.0,2.0
1237658423543071528,135.4432595098805,4.702615039182316,0.51730007,6.0,2.0
1237658423543988840,137.4551968223032,4.942306544785517,0.4458826,6.0,2.0
1237658423544119876,137.81455413786944,5.109355152400279,0.39139038,6.0,2.0
1237658423544316364,138.2067010038029,5.054926724953105,0.45246834,6.0,2.0
1237658423544644043,138.88837683849727,5.200486514030296,0.6012676,6.0,2.0
1237658423544906536,139.62194214402894,5.24461801163892,0.54108566,6.0,2.0
1237658423545037106,139.90058976083395,5.294621441241618,0.14539361,6.0,2.0
1237653621763539660,129.42258305884704,1.1187201526256336,0.5186084,6.0,2.0
1237653622298968895,126.19311657440943,1.3242276528692851,0.15465762,6.0,2.0
1237653622299099917,126.44782527323144,1.5052635577387665,0.3568903,6.0,2.0
1237653622299231085,126.71612700939951,1.3840097106408071,0.5411933,6.0,2.0
1237653622300279930,129.1794792159699,1.54795954429268,0.3664813,6.0,2.0
1237653622300476317,129.6081391900719,1.4783473787925763,0.4052031,6.0,2.0
1237653622300541860,129.82872203677954,1.4891762916317401,0.20200099,6.0,2.0
1237653622835184910,124.64881174678078,1.7968934731229436,0.41347122,6.0,2.0
1237653622835447330,125.34099921006109,1.7418687722426358,0.61913615,6.0,2.0
1237653622835709001,125.90858944737313,1.8280489324271418,0.21201535,6.0,2.0
1237653622836232766,127.09829582392798,1.9373980319866664,0.08633202,6.0,2.0
1237653622836626809,127.95897980737959,1.9158036192220418,0.6215785,6.0,2.0
1237653623372121123,124.7755658386137,2.24281597199642,0.4511781,6.0,2.0
1237653623372252799,125.16958672025746,2.2233948219043906,0.5683289,6.0,2.0
1237653664180863590,140.28125832688858,1.3426425727155167,0.5533154,6.0,2.0
1237653664180929261,140.52297845251428,1.1874546177229819,0.46628517,6.0,2.0
1237653664181191431,140.99396054493968,1.3191706787731654,0.59039825,6.0,2.0
1237653664181256804,141.22551149392055,1.1884669820022482,0.55002487,6.0,2.0
1237653664181387794,141.52880383614712,1.3463537341986453,0.47607115,6.0,2.0
1237653664181781195,142.47059938572343,1.2545715262992534,0.48358607,6.0,2.0
1237653664182174165,143.29736161350337,1.384512601288064,0.5316324,6.0,2.0
1237653664712164185,127.55775859164189,1.3479676780492644,0.40276435,6.0,2.0
1237653664712295410,127.88849558556717,1.322438695907052,0.39711544,6.0,2.0
1237653664712753505,128.9052634713703,1.2530753809197457,0.20043613,6.0,2.0
1237653664713147233,129.85348571644812,1.4288022677741339,0.67747205,6.0,2.0
1237653664713343667,130.20359030703804,1.3050252841605952,0.6228569,6.0,2.0
1237653664714064916,131.95549839001836,1.33281168732364,0.41866234,6.0,2.0
1237653664714457778,132.738837776121,1.4922861374742091,0.41919306,6.0,2.0
1237653664714851338,133.68966275039438,1.3597765846463352,0.5193491,6.0,2.0
1237653664715244248,134.62474772341602,1.5774349510694232,0.5117543,6.0,2.0
1237653664716096054,136.52244877861773,1.4549344871741394,0.46996546,6.0,2.0
1237653664718454950,141.8900084402187,1.6417918563180083,0.15428796,6.0,2.0
1237653664718520507,142.07752376279427,1.6654019974477545,0.075757906,6.0,2.0
1237653664718586093,142.26378049823342,1.6619953022471339,0.08265319,6.0,2.0
1237653664718913743,143.01328782203876,1.762837766928632,0.27145275,6.0,2.0
1237653664719241570,143.70480841312593,1.7040930919291082,0.5823958,6.0,2.0
1237653664719635091,144.67264626510158,1.7207056813315638,0.49374768,6.0,2.0
1237653664719700180,144.7236695479549,1.8375329028363079,0.49371052,6.0,2.0
1237653664719766030,144.99649869015593,1.8185430372327684,0.4879402,6.0,2.0
1237653665250345587,130.49622102854948,1.665076599714675,0.82098687,6.0,2.0
1237653665250345676,130.4762995387446,1.7780474276293192,0.38284895,6.0,2.0
1237653665250804776,131.5925112929076,1.7359761059742036,0.41856852,6.0,2.0
1237653665251001545,131.99139118165775,1.8043614908405359,0.6235019,6.0,2.0
1237653665251197578,132.45325098488524,1.8911847121780356,0.43745846,6.0,2.0
1237653665252442984,135.3516444482417,1.9241035763412828,0.5693366,6.0,2.0
1237653665255653534,142.67926664366374,2.130490173566429,0.09087793,6.0,2.0
1237653665255850149,143.17753937545766,2.2816346967000416,0.07304555,6.0,2.0
1237653665256112293,143.7644144164536,2.277778784706218,0.15711074,6.0,2.0
1237653665256177839,143.91150495891245,2.253094192322429,0.046922725,6.0,2.0
1237653665256243876,144.09503367122048,2.2685820617695387,0.31022865,6.0,2.0
1237653665256309468,144.2076505166054,2.186459331144738,0.6433441,6.0,2.0
1237653665785774580,127.2816689300393,1.96907675056876,0.19495124,6.0,2.0
1237653665786168396,128.06482691839176,2.1530888000035553,0.54625106,6.0,2.0
1237653665786823448,129.60162313787123,2.175596064807759,0.45486692,6.0,2.0
1237658423545430238,140.7971899367932,5.3328457527614805,0.1273204,6.0,2.0
1237658423545561891,141.10935193959907,5.376880540410934,0.3758746,6.0,2.0
1237658423545692710,141.358021102595,5.242175116417227,0.43022743,6.0,2.0
1237658424074568149,123.09086073565365,3.780264418563976,0.07343289,6.0,2.0
1237658424074633819,123.28111072139183,3.821695841827835,0.052778468,6.0,2.0
1237658424075616440,125.49252707165795,4.122675335002908,0.1727304,6.0,2.0
1237658424075748251,125.71092809935254,4.18446365625622,0.60959595,6.0,2.0
1237658424075813455,125.97987219721914,4.294033597603528,0.14273643,6.0,2.0
1237658424076010212,126.4229935374803,4.3011913811313764,0.22709325,6.0,2.0
1237658424076796444,128.0919063249276,4.411514774877667,0.44579852,6.0,2.0
1237658424076862409,128.38333229872973,4.363559205854203,0.466199,6.0,2.0
1237658424078893462,132.96098190850756,5.011792434435867,0.22665954,6.0,2.0
1237658424078893480,132.98449307820047,4.9128237611713566,0.07688951,6.0,2.0
1237658424079024619,133.16885764663658,5.043571261219988,0.3462923,6.0,2.0
1237658424080138954,135.8148951322543,5.290780527973417,0.38854524,6.0,2.0
1237658424080466833,136.46084663568615,5.242371797835052,0.45676848,6.0,2.0
1237658424080531769,136.67361548507077,5.374849389385756,0.22570945,6.0,2.0
1237658424080662924,136.9340536366771,5.392754652312433,0.20010692,6.0,2.0
1237658424080728300,137.0717244997765,5.333817044005113,0.15252808,6.0,2.0
1237658424081056543,137.90492841921116,5.459224911712185,0.45987153,6.0,2.0
1237658424081514779,138.94934261709807,5.526445135945763,0.12558158,6.0,2.0
1237658424082235739,140.5295834862067,5.7634284190416585,0.29750273,6.0,2.0
1237658424082367049,140.8948872953299,5.6196238700195,0.47990355,6.0,2.0
1237658424083087929,142.52628085011543,5.790200617299619,0.37661684,6.0,2.0
