objid,RA,DEC,Z,nQ,PROB
1237658424613601742,127.88859347400073,4.860875451245084,0.21288732,6.0,2.0
1237658424613601952,127.908097377559,4.750431858117955,0.34638795,6.0,2.0
1237658424613733290,128.29117471253275,4.947455939199807,0.5882579,6.0,2.0
1237658424616288621,134.1163512873056,5.491524263198196,0.15496701,6.0,2.0
1237658424617926867,137.85845244483653,5.8322284476133675,0.09769328,6.0,2.0
1237658424617927095,137.77282058477147,5.864266633727011,0.5485637,6.0,2.0
1237658424618123506,138.26843988788562,5.872043647723812,0.1443823,6.0,2.0
1237658424618254881,138.53381342092644,5.989078241418566,0.5548373,6.0,2.0
1237658424618779206,139.8153936178548,6.040340358343703,0.50937015,6.0,2.0
1237658424619040956,140.36209443587342,6.106073262330887,0.054487407,6.0,2.0
1237658424619303112,140.9790266487432,6.236565171120322,0.0932819,6.0,2.0
1237658424619499888,141.41439748140425,6.276895397289461,0.23141657,6.0,2.0
1237658424619827460,142.18248831007523,6.308457026096263,0.07563027,6.0,2.0
1237658424620220660,143.03246826121133,6.246407706143986,0.15222469,6.0,2.0
1237658424620548236,143.78833692850688,6.335414995651153,0.061037615,6.0,2.0
1237658424620744938,144.32448074582328,6.508310926441202,0.02042361,6.0,2.0
1237658424620745449,144.34808486801384,6.534440432235631,0.452717,6.0,2.0
1237658424620876129,144.61104408464809,6.382134842677548,0.12305553,6.0,2.0
1237658424621007076,144.82321344171893,6.497499240672915,0.123283595,6.0,2.0
1237658425150669066,128.3224312017,5.356546842980004,0.5630362,6.0,2.0
1237658425150800674,128.64757053703815,5.307021732158367,0.3093581,6.0,2.0
1237658425151063030,129.30208356113488,5.403688350392951,0.5360338,6.0,2.0
1237658425151194048,129.57387605128682,5.485192844526538,0.5330083,6.0,2.0
1237658425151456053,130.15843964737718,5.569622512067506,0.5512218,6.0,2.0
1237658425154339792,136.70420014274154,6.153358288025141,0.5770063,6.0,2.0
1237658425154339796,136.70312758988382,6.192313017250996,0.6733349,6.0,2.0
1237658425154535783,137.12761084392682,6.26823668055075,0.44953844,6.0,2.0
1237658425154797823,137.78322158934725,6.303225541255707,0.23508741,6.0,2.0
1237658425154994331,138.20425819343805,6.381494596303767,0.09077781,6.0,2.0
1237658425155060285,138.4162049681077,6.3025047672969245,0.42853728,6.0,2.0
1237658425155584252,139.60023150134563,6.519277704355101,0.3464415,6.0,2.0
1237658425155715500,139.86558707574522,6.443328080488441,0.4815863,6.0,2.0
1237658425155847047,140.27371248669203,6.430491571179026,0.5938095,6.0,2.0
1237658425156305557,141.30955468837652,6.660961072881911,0.48781237,6.0,2.0
1237658425156567168,141.87357466669786,6.741912808751245,0.20653276,6.0,2.0
1237658425156764052,142.28599166398894,6.681481448284363,0.44949275,6.0,2.0
1237658425156895204,142.56939488944965,6.749641825808081,0.3818263,6.0,2.0
1237658491181597145,125.07604124381106,3.9219734826547117,0.39208677,6.0,2.0
1237658491183301340,128.84327383952493,4.539622225052831,0.44951206,6.0,2.0
1237658491183890716,130.16334334431625,4.565687881076554,0.17509352,6.0,2.0
1237658491183956322,130.38274064568776,4.742090593840511,0.167996,6.0,2.0
1237658491184087646,130.60708737666837,4.61314949272437,0.57669157,6.0,2.0
1237658491720302894,129.07527230862502,4.918499697272797,0.16911525,6.0,2.0
1237658491720630714,129.87520664642605,5.012340644704327,0.108678035,6.0,2.0
1237658491720827077,130.25209314714775,5.025794731021201,0.0946164,6.0,2.0
1237658491721089616,130.96805478522242,5.152273863418137,0.17430815,6.0,2.0
1237658492257829649,130.57605556343864,5.522245653012989,0.55347663,6.0,2.0
1237658492258812876,132.83759935763456,5.899490349983305,0.61205584,6.0,2.0
1237658492259008887,133.2434245780651,5.824298690019964,0.28979534,6.0,2.0
1237658492259336226,133.92750854438978,5.9284841191126745,0.093574114,6.0,2.0
1237658492259402567,134.16741466036953,6.042490402736177,0.47585723,6.0,2.0
1237658492259533048,134.40258282691613,6.1389430987545115,0.07641292,6.0,2.0
1237658492259598360,134.51750660718506,6.006341001466136,0.46360058,6.0,2.0
1237658492259598550,134.57983972972775,6.185228453005221,0.06328477,6.0,2.0
1237658492259860644,135.13758877222756,6.248919479160874,0.17772186,6.0,2.0
1237658492260123431,135.79293253027902,6.153129610642738,0.727021,6.0,2.0
1237658492260254287,136.05887004827218,6.387338523808128,0.60686576,6.0,2.0
1237658492260450353,136.52460970575984,6.375610533750037,0.5012624,6.0,2.0
1237658492260647187,136.96374619727618,6.450413058151219,0.09417155,6.0,2.0
1237658492261499427,138.90301229545133,6.564743865527753,0.34193757,6.0,2.0
1237658492261827299,139.66436488801853,6.8355068139155755,0.45106578,6.0,2.0
1237658492261827550,139.68569001716523,6.722421367867001,0.60429925,6.0,2.0
1237658492262744312,141.70137294569398,6.915201617347555,0.15171133,6.0,2.0
1237658492793455372,127.64377438324885,5.474906297038241,0.599979,6.0,2.0
1237658492793586149,128.0254098532164,5.488967257803804,0.39818993,6.0,2.0
1237658492793586344,127.89452600743039,5.577243261487535,0.561082,6.0,2.0
1237658492793847880,128.52727404975158,5.603382779482886,0.10966629,6.0,2.0
1237658492794306988,129.60188087773426,5.917967314872549,0.11333582,6.0,2.0
1237658492794700681,130.44103402370624,5.839658630304322,0.5092031,6.0,2.0
1237653665255522791,142.31076524187702,2.1916687573466858,0.47455022,6.0,2.0
1237653665256112276,143.75079632201584,2.107892838468143,0.0924328,6.0,2.0
1237653665256375059,144.2759753465929,2.1346843114587055,0.40692198,6.0,2.0
1237653665256506242,144.68994926431873,2.122239095999928,0.57561,6.0,2.0
1237653665256637016,144.9529735855172,2.1988424448910817,0.64349663,6.0,2.0
1237653665784988399,125.45699790173832,2.0935340513035943,0.25421986,6.0,2.0
1237653665785577783,126.7223965071455,2.1504239636055886,0.075783975,6.0,2.0
1237653665785709254,127.13659343596709,2.066897912912903,0.25780264,6.0,2.0
1237653665785905979,127.50264520167374,2.1712283160582246,0.51766,6.0,2.0
1237653665785971336,127.6651136689974,2.1177404004705522,0.19435886,6.0,2.0
1237653665786037234,127.88546173227726,2.157101305949181,0.33438015,6.0,2.0
1237653665786430238,128.6727571928654,2.1593592695066577,0.43536872,6.0,2.0
1237653665786692273,129.2936313357685,2.1752268637821497,0.40924704,6.0,2.0
1237653665786823041,129.64415773633576,2.110898758856362,0.4568808,6.0,2.0
1237653665793311377,144.51113865598197,2.6986774285225006,0.41435093,6.0,2.0
1237653665793376896,144.65353141459042,2.7453352684727914,0.56145996,6.0,2.0
1237654599945225172,132.7431565766252,2.0052122596660973,0.62952715,6.0,2.0
1237654599945880243,134.36525363887887,2.0213860621161395,0.729124,6.0,2.0
1237654599949156923,141.77883232663868,2.4258998833940293,0.5977342,6.0,2.0
1237654599949222608,142.00450568331902,2.5033307489092786,0.3794361,6.0,2.0
1237654599949549793,142.67341827908902,2.503023912777663,0.09209648,6.0,2.0
1237654599949549880,142.7073162355004,2.5428803169965097,0.09033206,6.0,2.0
1237654599949549904,142.68930721828147,2.5600213799376283,0.54775524,6.0,2.0
1237654600477508722,122.2938687736014,1.540744177683661,0.4111936,6.0,2.0
1237654600477639888,122.69304186358275,1.5695729411644679,0.57678974,6.0,2.0
1237654600477902024,123.25564405396496,1.6097085117569414,0.47906902,6.0,2.0
1237654600477902345,123.2946917521401,1.5886030521513304,0.4887589,6.0,2.0
1237654600478098999,123.60323137731487,1.6609319387774537,0.5912238,6.0,2.0
1237654600483144431,135.19566682794132,2.464638082671936,0.6388958,6.0,2.0
1237654600483799398,136.62107719937558,2.6050960835421133,0.62466186,6.0,2.0
1237654600483930847,136.9538150130266,2.629569397823997,0.6214908,6.0,2.0
1237654600484193245,137.55149799741318,2.6466382970841935,0.5992573,6.0,2.0
1237654600486355205,142.50441126595908,2.8916807932173803,0.07162406,6.0,2.0
1237654600487142181,144.3157760655423,3.03483207925155,0.5996371,6.0,2.0
1237654601015886224,125.71635755465698,2.2741341458589,0.14231195,6.0,2.0
1237654601016476349,127.01328952195544,2.3121762831184145,0.55987287,6.0,2.0
1237654601017131420,128.58637294402723,2.408901458667201,0.10319228,6.0,2.0
1237654601017262623,128.84434588905773,2.5731665294994914,0.40608543,6.0,2.0
1237654601017590592,129.61525341568301,2.4399411799472706,0.47969192,6.0,2.0
1237654601017852612,130.16481874986755,2.6611275364033777,0.5890374,6.0,2.0
1237654601018704829,132.13186923939065,2.6618954405362176,0.52930063,6.0,2.0
1237654601020277884,135.80468074049304,2.9206876065953913,0.6258347,6.0,2.0
1237654601020408175,136.0652704172191,2.894609616149915,0.8117319,6.0,2.0
1237654601020735669,136.72792755646918,3.041616165455582,0.13755408,6.0,2.0
1237654601021195024,137.82354580457314,3.0405770691341076,0.569137,6.0,2.0
1237654601021522366,138.62607014407388,3.2048451694259072,0.15858479,6.0,2.0
1237654601021523228,138.6558856438279,3.1753312426377596,0.6186028,6.0,2.0
1237654601021784802,139.21120646056718,3.0760404727334922,0.54097635,6.0,2.0
1237654601022309500,140.4585616469784,3.2426587660787787,0.39840052,6.0,2.0
1237654601023094877,142.10716580535285,3.373713269367428,0.14680536,6.0,2.0
1237654601023488442,143.03312622870993,3.483879694965762,0.5919504,6.0,2.0
1237654601023619686,143.39568980167985,3.4455549799244576,0.47382227,6.0,2.0
1237654601023881519,144.03691333804463,3.5475905309415268,0.340228,6.0,2.0
1237654601024012446,144.2366734781829,3.4719861440063275,0.046679094,6.0,2.0
1237654601554002673,128.50327726478395,2.825546223689089,0.6702078,6.0,2.0
1237654601554461710,129.65322877931706,2.868625836496088,0.5526168,6.0,2.0
1237654601554788998,130.3111844367767,3.0643137278078285,0.48872492,6.0,2.0
1237654601555050893,130.9225521728958,3.0196026638341293,0.5842147,6.0,2.0
1237654872141988644,143.42058834144572,-1.6560283524141675,0.5273565,6.0,2.0
1237654872142250779,143.90971756701688,-1.4922443760654274,0.6830186,6.0,2.0
1237654897916904332,143.21662247482266,-1.8675394046276088,0.55326664,6.0,2.0
1237654898980749450,120.58471690962728,-0.21006906917994692,0.65782636,6.0,2.0
1237655176008631061,136.9021635452499,-2.3982631107128163,0.43551034,6.0,2.0
1237655176009155070,138.04090159401832,-2.3458848575834588,0.43743664,6.0,2.0
1237655176009679513,139.29651495971498,-2.397437528739881,0.4731986,6.0,2.0
1237655176545829653,137.63616716064493,-2.034880348297754,0.59368217,6.0,2.0
1237655176546419198,138.8947439130822,-2.1452060649597593,0.46230972,6.0,2.0
1237655176546812378,139.7798366837228,-1.9904105803843202,0.49481553,6.0,2.0
1237655177082045095,136.16076425699632,-1.47520447266825,0.630871,6.0,2.0
1237655177082372847,136.80977488500562,-1.5934591252717638,0.6296487,6.0,2.0
1237655177083224946,138.81952872243156,-1.5852119090075418,0.48864457,6.0,2.0
1237655177083552619,139.59714571857867,-1.6501388702016206,0.49231547,6.0,2.0
1237655177619767856,138.0335591290171,-1.278168759420069,0.432082,6.0,2.0
1237658297907938026,123.26470479933022,2.448268625081097,0.17119405,6.0,2.0
1237658297908527399,124.60352547258321,2.538462941888033,0.2689326,6.0,2.0
1237658297909183208,126.02550447292055,2.7594802271983103,0.26144758,6.0,2.0
1237658297909380180,126.58061259300626,2.678206483214883,0.47690645,6.0,2.0
1237658297909445703,126.66876598507417,2.6948013926237837,0.48164263,6.0,2.0
1237658297909576283,126.92545514830148,2.867169079605523,0.41133493,6.0,2.0
1237658297909838575,127.49538890060819,2.9072386960695225,0.5394267,6.0,2.0
1237658297910100873,128.16142036269466,2.9572441471343955,0.51407534,6.0,2.0
1237658297910231100,128.37030631536558,3.044278028958105,0.56743634,6.0,2.0
1237658297911215005,130.66292911658132,3.2130379383850483,0.46284103,6.0,2.0
1237658297911280110,130.79487039412192,3.229020553790534,0.05002666,6.0,2.0
1237658297911410922,131.1965075010737,3.2343799742214343,0.0768998,6.0,2.0
1237658297911476546,131.25216530826376,3.355625832348403,0.062823795,6.0,2.0
1237658297912394805,133.37510484484204,3.4303962335098124,0.50230867,6.0,2.0
1237658297913376958,135.56146697676536,3.741737788861696,0.055469595,6.0,2.0
1237658297913902403,136.8664753117055,3.781612031401089,0.6384944,6.0,2.0
1237658297916260890,142.10182438519936,4.4115445636582935,0.5187084,6.0,2.0
1237658297916719562,143.16605960662127,4.54372839847075,0.5251264,6.0,2.0
1237658297917047234,143.95698673938932,4.451350502852062,0.346731,6.0,2.0
1237658297917440365,144.8223359780484,4.49604171127185,0.44509026,6.0,2.0
1237658298445202738,124.15145092246283,2.8750541309627944,0.4835139,6.0,2.0
1237658298445464375,124.61598342879225,2.9627986907463932,0.5808674,6.0,2.0
1237658298445660894,125.15767408907716,3.13536981957901,0.20239502,6.0,2.0
1237658298445857214,125.52225428359233,3.0736175730035433,0.3547231,6.0,2.0
1237658298445922780,125.65666276242032,3.1995011159216213,0.05320643,6.0,2.0
1237658298445923706,125.75079272450823,3.023072341781525,0.66791064,6.0,2.0
1237658298446316416,126.52608041590625,3.249870463246437,0.4825279,6.0,2.0
1237658298448806281,132.33439616669656,3.8078464863198014,0.0594835,6.0,2.0
1237658298450247786,135.5473820914763,4.112211974721448,0.15059234,6.0,2.0
1237658298453590276,143.10288277952003,4.937030394462533,0.1258741,6.0,2.0
1237658298453917892,143.894970073465,4.909351239409269,0.12030633,6.0,2.0
1237658298454048824,144.17016855854467,5.005071527174246,0.13499026,6.0,2.0
1237658298454180053,144.54941904131152,4.8997018098028615,0.16296619,6.0,2.0
1237658298981418975,122.55605657195368,3.1546755654010643,0.59449816,6.0,2.0
1237658298982465931,124.87154550181995,3.4022562570113517,0.15160446,6.0,2.0
1237658298982663647,125.28459058736519,3.5529044386802306,0.5336476,6.0,2.0
1237658298982793820,125.61259726984788,3.6096016369036272,0.10343418,6.0,2.0
1237658298983384239,127.05240546901621,3.7038590460059395,0.51861024,6.0,2.0
1237658298983579974,127.52964328481065,3.6535732926486877,0.51081854,6.0,2.0
1237658298983646194,127.65928080957643,3.7092228866105335,0.46996084,6.0,2.0
1237658298984366140,129.20636565450843,3.829312473898167,0.11678919,6.0,2.0
1237658298984367392,129.27563744784328,3.986261076809379,0.3841187,6.0,2.0
1237658298984497426,129.59410858487075,4.005108150326133,0.047833934,6.0,2.0
1237658298984563604,129.64623400074822,3.942984527507439,0.5250125,6.0,2.0
1237658298984956129,130.64221254521664,4.1315100958555036,0.096971445,6.0,2.0
1237658298986397944,133.7943379606625,4.4378471526276915,0.071495585,6.0,2.0
1237658298987250055,135.84851423224495,4.629760395743566,0.12483732,6.0,2.0
1237658298987970816,137.417028946896,4.74624341037759,0.17120679,6.0,2.0
1237658298987970975,137.50617388776413,4.837365789694449,0.2053871,6.0,2.0
1237658298988102453,137.7199236909152,4.772735184758726,0.5887261,6.0,2.0
1237658298988364353,138.34123282957347,4.879723559016616,0.5509362,6.0,2.0
1237658298988495137,138.6998120317245,4.80427287007767,0.13707988,6.0,2.0
1237658298988888129,139.54888191027123,5.016210350114631,0.1291947,6.0,2.0
1237658298989347186,140.53162596361796,4.954748654442137,0.39217708,6.0,2.0
1237654601555444665,131.88842261434718,3.0384630829826134,0.52569515,6.0,2.0
1237654601555640697,132.28827424824647,3.2385166733832422,0.5245598,6.0,2.0
1237654601556034553,133.1960175256885,3.139008511008094,0.5542472,6.0,2.0
1237654601557082983,135.53946229595533,3.3917185386747137,0.5362682,6.0,2.0
1237654601557147818,135.77692316783555,3.30896876586313,0.6701358,6.0,2.0
1237654601557213298,135.8799927981195,3.363064501469558,0.19193149,6.0,2.0
1237654601557410522,136.33982691151706,3.435164541112426,0.524078,6.0,2.0
1237654601558065456,137.79610300663478,3.5049311322547623,0.16453658,6.0,2.0
1237654601558392899,138.5333627206364,3.639124800743646,0.07512414,6.0,2.0
1237654601558458627,138.6934611571231,3.470187648167607,0.13991106,6.0,2.0
1237654601559048799,140.02873257824768,3.6142477746467088,0.5454409,6.0,2.0
1237654601559966027,142.1599395544281,3.8271282735068497,0.32729778,6.0,2.0
1237654601561080400,144.682714618448,3.910523042737695,0.49129546,6.0,2.0
1237654602091659625,130.31694810724798,3.373629438441567,0.1652741,6.0,2.0
1237654602091725846,130.41669271570305,3.4441607180307656,0.6212152,6.0,2.0
1237654602092118037,131.28166859818054,3.554239108393927,0.69324416,6.0,2.0
1237654602092314987,131.85083292714387,3.5653638951314193,0.12020141,6.0,2.0
1237654602092511626,132.25502912408066,3.633802774102404,0.07299808,6.0,2.0
1237654602093559961,134.70241932590199,3.738494299535993,0.12649718,6.0,2.0
1237654602095264150,138.61524431823304,3.884360198254625,0.45611635,6.0,2.0
1237654602095460520,138.96837486966308,3.927848194117101,0.14269966,6.0,2.0
1237654602095460991,138.9808530557252,3.9556611333605063,0.45762345,6.0,2.0
1237654602095919235,140.0829011317063,4.14664314573947,0.13046326,6.0,2.0
1237654602095919306,140.02532148514274,4.0128952346297995,0.097530864,6.0,2.0
1237654602095919417,140.03352044416758,3.9926585534777446,0.17336264,6.0,2.0
1237654602096378504,141.09323052446405,4.226451896879068,0.5383092,6.0,2.0
1237654602627154433,127.15147942787266,3.5573375217263594,0.31072238,6.0,2.0
1237654602627678950,128.30764569519098,3.670890168349636,0.5426131,6.0,2.0
1237654602628071984,129.3001646428292,3.692641677109654,0.098259866,6.0,2.0
1237654602628137327,129.40200600407152,3.7558913416917554,0.1032944,6.0,2.0
1237654602628923794,131.19308542770636,3.940937323945939,0.11800655,6.0,2.0
1237654602629185884,131.83101390235873,3.949580168428189,0.09635203,6.0,2.0
1237654602629579476,132.66782087133453,4.096309982867504,0.4572351,6.0,2.0
1237654602630103862,133.85985396549165,4.122472929004196,0.58408684,6.0,2.0
1237654602632659109,139.69103700171678,4.546249073791592,0.09185842,6.0,2.0
1237654602632987018,140.39167158750553,4.573124265384701,0.41728356,6.0,2.0
1237654602633052221,140.57090212249992,4.580880448756092,0.33359483,6.0,2.0
1237654602633052477,140.655620080206,4.4354757006371415,0.102440625,6.0,2.0
1237654602633052549,140.66859332227006,4.5334231299430945,0.21031764,6.0,2.0
1237654602633577124,141.80922605243208,4.643249887562451,0.5986242,6.0,2.0
1237654602634035274,142.8759802377523,4.749638307787004,0.49767536,6.0,2.0
1237654602634297876,143.45229669548334,4.752046303050006,0.5670245,6.0,2.0
1237654604234819217,120.8488936871666,1.2220299114357507,0.8056629,6.0,2.0
1237654604235211915,121.83302406717928,1.3114224629925995,0.4294824,6.0,2.0
1237654604235736840,122.98723888822191,1.4371440007089622,0.7410759,6.0,2.0
1237654604235801715,123.08002357574192,1.478770662533581,0.4387519,6.0,2.0
1237654604236129667,123.93274888404926,1.4886338476340446,0.5645734,6.0,2.0
1237654604239274952,131.0845073272361,1.8994692171301517,0.55276585,6.0,2.0
1237654604239340346,131.17400118782683,1.93119063870597,0.65495104,6.0,2.0
1237654604240258059,133.3785749656602,2.1068573742213226,0.55695075,6.0,2.0
1237654604240913264,134.81422763713056,2.3516606173096624,0.5141132,6.0,2.0
1237654604240978690,135.0236557964563,2.2221419974680607,0.51823,6.0,2.0
1237654604242223872,137.8186305000067,2.5326062654434005,0.5048675,6.0,2.0
1237654604243534536,140.72934778054594,2.6360609261172403,0.53489214,6.0,2.0
1237654604244320545,142.51376996005052,2.6678636817550263,0.39110714,6.0,2.0
1237654604244713860,143.53630145366637,2.891695176015218,0.1452828,6.0,2.0
1237654604244779286,143.69187342596706,2.8629153557289437,0.26216763,6.0,2.0
1237654604245237972,144.69833113406534,2.942728541711139,0.036042705,6.0,2.0
1237654604771950802,121.44676861070545,1.7619908015462689,0.6343782,6.0,2.0
1237654604772803512,123.44338962569013,1.8595981495027647,0.5855703,6.0,2.0
1237654604773328253,124.65930171615202,2.0425076699145914,0.47105932,6.0,2.0
1237654604773917415,126.01214225486542,2.1572109676597475,0.21306598,6.0,2.0
1237654604774310112,126.84785035605321,2.207377425365124,0.17586255,6.0,2.0
1237654604774965614,128.3234422121974,2.2911532544930737,0.08382156,6.0,2.0
1237658298989740521,141.47983170286255,5.098201965486473,0.45872205,6.0,2.0
1237658298990133414,142.37054564326053,5.282910449005501,0.18899457,6.0,2.0
1237658298990461066,143.11067838586243,5.239627584562624,0.07466463,6.0,2.0
1237658298990526707,143.3314586400278,5.30133031199318,0.13316086,6.0,2.0
1237658299518551635,123.1371264970129,3.718761000048151,0.6071943,6.0,2.0
1237658299518813268,123.62737077772131,3.673409454969147,0.6013026,6.0,2.0
1237658299518878488,123.88258836891058,3.8270844115109277,0.08766508,6.0,2.0
1237658299519075457,124.25711187721578,3.685696266560008,0.40155995,6.0,2.0
1237658299519533235,125.30957101698363,3.8450532546883514,0.37211016,6.0,2.0
1237658299519730131,125.74095038915868,4.041067895410623,0.08512293,6.0,2.0
1237658299519730834,125.77056511241314,3.8911579879249114,0.47933877,6.0,2.0
1237658299519731113,125.82942343297839,4.051136791524557,0.3776054,6.0,2.0
1237658299519795663,125.85694843747655,3.8992635967641895,0.053077605,6.0,2.0
1237658299520123356,126.58297971897562,4.084329057767755,0.59072936,6.0,2.0
1237658299520188988,126.80985642600294,4.127324592828158,0.13984692,6.0,2.0
1237658299520582645,127.7189806904546,4.11442576687649,0.56520265,6.0,2.0
1237658299520713949,128.02128777789568,4.2441156740655,0.45220888,6.0,2.0
1237658299520976015,128.64492561928796,4.381879606190147,0.6233639,6.0,2.0
1237658299521106791,128.8511080981001,4.260575518782775,0.48623815,6.0,2.0
1237658299521303460,129.3376414161898,4.36843063273803,0.6642069,6.0,2.0
1237658299521499451,129.75480758494527,4.377987308005494,0.20005922,6.0,2.0
1237658299521893527,130.7244402566866,4.52990946951961,0.68267417,6.0,2.0
1237658299522417479,131.86172316122844,4.697648027860369,0.54549974,6.0,2.0
1237658299522745367,132.6670425588128,4.7586568303202865,0.5590025,6.0,2.0
1237658299522875629,132.89839407531227,4.6903681114046405,0.07759807,6.0,2.0
1237658299522876790,132.8982719979868,4.774198065033733,0.5321169,6.0,2.0
1237658299523006787,133.2192391674908,4.865470674027152,0.07688782,6.0,2.0
1237658299523007611,133.2028511510174,4.677769697989351,0.55633914,6.0,2.0
1237658299523203305,133.72262434265207,4.7777451701763285,0.2871205,6.0,2.0
1237658299523269092,133.89820781873607,4.8089412608169715,0.15218814,6.0,2.0
1237658299523465927,134.25998694836912,4.913658511169669,0.42064518,6.0,2.0
1237658299523531846,134.38353720555529,4.839050314915376,0.6946189,6.0,2.0
1237658299523727485,134.81486583571072,4.962197315511113,0.058322825,6.0,2.0
1237658299523727684,134.93181837989928,4.9018281556939804,0.34141043,6.0,2.0
1237658299523989901,135.52260791114003,4.954065846347419,0.072178684,6.0,2.0
1237658299523990341,135.525292046043,5.097284081143211,0.4344406,6.0,2.0
1237658299523990464,135.4771272650383,4.887927158101873,0.64914477,6.0,2.0
1237658299525366373,138.62142806585095,5.270273969178341,0.33017573,6.0,2.0
1237658299525890838,139.75377463054542,5.449348345794978,0.60147697,6.0,2.0
1237658299526152379,140.34500090321666,5.3860946126141815,0.14963076,6.0,2.0
1237658299526152506,140.38248825658837,5.419146265729396,0.4500992,6.0,2.0
1237658299526349796,140.9163684161264,5.549928540837766,0.5114454,6.0,2.0
1237658299526545932,141.23986106948993,5.59707417841556,0.37977275,6.0,2.0
1237658299526742446,141.7522343203148,5.579239889047584,0.38110405,6.0,2.0
1237658299526873413,142.0823369477792,5.691175563718645,0.37705114,6.0,2.0
1237658299527070131,142.47120997289096,5.721215947971721,0.6179398,6.0,2.0
1237658299527332547,143.15963125836868,5.763902797582453,0.6235958,6.0,2.0
1237658299527528671,143.60004849231754,5.829175248277172,0.12356182,6.0,2.0
1237658299527594662,143.70608385492545,5.72908007336116,0.5570159,6.0,2.0
1237658300054963062,122.03494622131048,3.9592758168085616,0.4561522,6.0,2.0
1237658300055356323,122.84696054254154,3.9953663223662375,0.3480749,6.0,2.0
1237658300055421582,123.05934547173246,4.073504024865761,0.014877383,6.0,2.0
1237658300056994031,126.603497807565,4.537531866147126,0.1028651,6.0,2.0
1237658300057059678,126.72292813751595,4.485097337647536,0.10204383,6.0,2.0
1237658300057256638,127.27711450246787,4.470891736805638,0.316188,6.0,2.0
1237658300057845912,128.55746475582674,4.664189206378612,0.18104854,6.0,2.0
1237658300057911698,128.64315544692425,4.7071595266088915,0.10051326,6.0,2.0
1237658300058501207,130.0108527326792,4.902469944595964,0.403612,6.0,2.0
1237658300059287908,131.82476325421555,4.977798663062189,0.097193666,6.0,2.0
1237658300060074173,133.55870046156403,5.282074763473437,0.12763882,6.0,2.0
1237658300061385545,136.65790498255978,5.433374351435118,0.41496143,6.0,2.0
1237658300061516481,136.9390316519382,5.53073887524603,0.6611691,6.0,2.0
1237658300061647484,137.15353973702173,5.6674505359341225,0.48205608,6.0,2.0
1237658300061843625,137.6089243261804,5.609578485933304,0.5350734,6.0,2.0
1237658300062237059,138.49047061049816,5.801977818552433,0.60180986,6.0,2.0
1237658300062565162,139.3966610117971,5.7054500642034975,0.35034958,6.0,2.0
1237658300063089416,140.5652713766413,5.794322575794828,0.5692675,6.0,2.0
1237658300063154823,140.73598843950037,5.8238161030924696,0.37962967,6.0,2.0
1237658300063285523,140.89469034685092,5.956223806913724,0.23271719,6.0,2.0
1237654604777456572,134.09413617089686,2.685767475974429,0.49380457,6.0,2.0
1237654604777848892,134.89273596619248,2.7507003724698587,0.51636493,6.0,2.0
1237654604778963969,137.49020029649944,2.941023701017674,0.69291663,6.0,2.0
1237654604779291225,138.16109705268784,2.9337865368736304,0.54695016,6.0,2.0
1237654604779422217,138.4633814006964,2.9795926028457655,0.4179745,6.0,2.0
1237654604780798256,141.70691893474032,3.1778037414755556,0.22571503,6.0,2.0
1237654604780864029,141.81230698700165,3.052553496349268,0.53242016,6.0,2.0
1237654604781322733,142.80436455777152,3.2402114547862966,0.5010162,6.0,2.0
1237654604781585098,143.5215161960046,3.208611042057103,0.51520646,6.0,2.0
1237654604781649937,143.53199146697142,3.306817817797543,0.101457395,6.0,2.0
1237654604781650129,143.5970227880947,3.2755422524453714,0.34547916,6.0,2.0
1237654604781715498,143.7406319476824,3.3072117685672873,0.10082274,6.0,2.0
1237654604781715917,143.74319026079883,3.1446157235753978,0.50972277,6.0,2.0
1237654604781846694,144.00856686622504,3.295615596344888,0.12689523,6.0,2.0
1237654604781847291,144.0600444800439,3.3030132454103636,0.73264456,6.0,2.0
1237654604782109533,144.6792382101334,3.3266249096937988,0.61994934,6.0,2.0
1237654605310657112,125.63551754135965,2.486645233320927,0.14968906,6.0,2.0
1237654605310919601,126.17270703427768,2.5836101838498613,0.5177712,6.0,2.0
1237654605311049893,126.52771253912114,2.435578925988532,0.36794317,6.0,2.0
1237654605311116691,126.67835405075363,2.6284038779306145,0.56823534,6.0,2.0
1237654605311312938,127.18959170638358,2.5859841147164184,0.4664075,6.0,2.0
1237654605311443537,127.47514290967746,2.6589322906823654,0.21677125,6.0,2.0
1237654605311836623,128.26836709277984,2.7015715535085643,0.15949395,6.0,2.0
1237654605312033609,128.84042482989565,2.5909815111244083,0.50701237,6.0,2.0
1237654605313213384,131.43160444193546,2.876730331960879,0.5317867,6.0,2.0
1237654605313278966,131.68116401126872,2.897164394318974,0.55860317,6.0,2.0
1237654605313934302,133.08152025643847,3.034021886296134,0.7191835,6.0,2.0
1237654605314195833,133.749258682096,3.0796472100258403,0.123667434,6.0,2.0
1237654605314392439,134.1903419268624,3.1571396468689352,0.1256976,6.0,2.0
1237654605314851238,135.1257163897904,3.1658463442145894,0.3757424,6.0,2.0
1237654605315048158,135.62797247160103,3.0609942476058647,0.4867964,6.0,2.0
1237654605315375685,136.34818229074787,3.1101883279813665,0.53065926,6.0,2.0
1237654605315703165,137.16974004017058,3.2937448749345197,0.21209708,6.0,2.0
1237654605315965210,137.75402602130254,3.2093363607482956,0.09704867,6.0,2.0
1237654605316227101,138.28978811263417,3.251124563554588,0.16259922,6.0,2.0
